Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,243.37389775231492,401,False,-123.0,-1.0
2,123.72566341254173,399,False,-137.0,-1.0
3,333.64122506074443,666,False,-120.0,-1.0
4,171.53522027152428,382,False,166.0,-1.0
5,144.94068215782454,276,False,181.0,-1.0
6,77.47808339038566,189,False,165.0,-1.0
7,50.11281091271155,163,False,-126.0,-1.0
8,243.99067525854286,795,False,-116.0,-1.0
9,47.459026987748686,149,False,-108.0,-1.0
10,71.59189516348302,199,False,-130.0,-1.0
11,36.743219133607106,122,False,-114.0,-1.0
12,31.96441472243088,106,False,-130.0,-1.0
13,167.64632757866667,295,False,-89.0,-1.0
14,19.27518659820595,97,False,-145.0,-1.0
15,108.02556311564521,250,False,-133.0,-1.0
16,217.13392995084723,353,False,-69.0,-1.0
17,75.6792250289703,236,False,-107.0,-1.0
18,109.86390855524837,190,False,-90.0,-1.0
19,84.01566865218068,229,False,-130.0,-1.0
20,55.51375406903398,180,False,-112.0,-1.0
21,46.788892689010936,104,False,-101.0,-1.0
22,94.9614357867986,195,False,-128.0,-1.0
23,35.95753843318264,133,False,-108.0,-1.0
24,59.610863098360596,225,False,-93.0,-1.0
25,68.39765566732642,179,False,-129.0,-1.0
26,46.83260183496505,134,False,-96.0,-1.0
27,61.147407424756324,159,False,168.0,-1.0
28,214.2240743519177,376,False,-56.0,-1.0
29,63.11398265405376,113,False,103.0,-1.0
30,41.643754381193794,97,False,135.0,-1.0
31,22.291096634685992,88,False,123.0,-1.0
32,139.23706872293442,252,False,57.0,-1.0
33,75.10702873467751,173,False,-164.0,-1.0
34,11.977953633908196,61,False,115.0,-1.0
35,35.460073280315896,83,False,128.0,-1.0
36,22.00132021947214,89,False,113.0,-1.0
37,6.620209736689922,52,False,102.0,-1.0
38,38.40475818892199,105,False,101.0,-1.0
39,37.527637837555226,94,False,103.0,-1.0
40,23.141365567192473,76,False,116.0,-1.0
41,25.765121265769046,90,False,137.0,-1.0
42,23.904128796978874,76,False,149.0,-1.0
43,4.1858263198807855,43,False,105.0,-1.0
44,30.3154441060312,86,False,116.0,-1.0
45,48.4492104809285,110,False,122.0,-1.0
