Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,90.71871354964853,295,False,153.0,0.9998537313432835
2,34.861857198184225,187,False,-170.0,0.999760696517413
3,320.52579803081875,709,False,-149.0,0.9994079601990049
4,282.8803860137331,818,False,151.0,0.9990009950248757
5,407.54781705424836,793,False,164.0,0.9986064676616915
6,34.76725952056459,192,False,160.0,0.9985109452736318
7,35.94208228719884,191,False,-153.0,0.9984159203980099
8,265.5992705981955,516,False,-102.0,0.9981592039800995
9,284.4922856919995,633,False,-149.0,0.9978442786069651
10,221.60221199317118,647,False,165.0,0.9975223880597015
11,75.48706656212137,254,False,-133.0,0.9973960199004975
12,21.389490834158728,124,False,-155.0,0.997334328358209
13,59.431941878960714,190,False,186.0,0.9972398009950248
14,41.42184109449791,163,False,-138.0,0.9971587064676617
15,367.3878106539065,728,False,161.0,0.9967965174129353
16,67.34698025681061,227,False,182.0,0.9966835820895523
17,256.03268604238974,478,False,-99.0,0.9964457711442786
18,128.7233609880106,360,False,149.0,0.9962666666666666
19,34.05664433251934,214,False,-148.0,0.9961601990049751
20,130.95348778427214,301,False,-93.0,0.996010447761194
21,147.35606442715343,496,False,139.0,0.9957636815920398
22,162.12221723104622,447,False,-111.0,0.9955412935323383
23,46.313266916960075,186,False,-169.0,0.9954487562189055
24,57.662589063894515,223,False,-136.0,0.9953378109452736
25,27.386207877552202,154,False,-143.0,0.9952611940298507
26,223.2948560407747,497,False,143.0,0.9950139303482587
27,35.65029690996346,184,False,164.0,0.9949223880597015
28,114.24230402206061,252,False,-126.0,0.9947970149253732
29,110.1092383780252,377,False,141.0,0.9946094527363184
30,224.18928577380194,567,False,139.0,0.9943273631840795
31,45.22776839449618,208,False,184.0,0.9942238805970148
32,228.60298086098524,476,False,-106.0,0.9939870646766169
33,57.756344743625775,231,False,-167.0,0.9938721393034826
34,26.344786594386697,156,False,167.0,0.9937945273631842
35,85.19284382050994,369,False,142.0,0.9936109452736318
36,154.89803250909415,389,False,-99.0,0.9934174129353235
37,19.251345781846524,160,False,170.0,0.9933378109452736
38,45.26274293033235,180,False,-153.0,0.9932482587064676
39,75.58442920487563,303,False,-104.0,0.9930975124378109
40,91.07764935013242,274,False,-107.0,0.9929611940298506
41,156.60341957892228,497,False,149.0,0.9927139303482587
42,159.18290194566436,407,False,145.0,0.9925114427860697
43,18.264749700239634,127,False,157.0,0.9924482587064677
44,65.90811881159927,258,False,147.0,0.9923199004975124
45,139.8588684945616,390,False,-110.0,0.9921258706467662
46,274.82502282593356,619,False,-158.0,0.9918179104477612
47,35.298293521857,172,False,170.0,0.9917323383084578
48,49.330908772396256,200,False,-162.0,0.9916328358208956
49,55.91618977753157,223,False,-185.0,0.9915218905472638
50,35.115173367029406,181,False,150.0,0.99143184079602
51,28.129451085861533,172,False,163.0,0.9913462686567165
52,29.854417047114715,186,False,136.0,0.9912537313432837
53,60.310971478266026,264,False,142.0,0.9911223880597015
54,36.253593133779304,177,False,173.0,0.9910343283582089
55,45.64348230022891,208,False,162.0,0.9909308457711442
56,423.76737894203444,744,False,164.0,0.9905606965174129
57,223.96786074739774,676,False,-149.0,0.9902243781094527
58,74.67643756034627,242,False,-135.0,0.9901039800995025
59,131.08417589203933,359,False,-110.0,0.9899253731343283
60,46.493775632888955,212,False,-153.0,0.9898199004975123
